YEAR,Location,Death Rate,"Deaths ",URL
2015,LA,20.4,952,/nchs/state-stats/states/la.html
2015,ME,9.8,144,/nchs/state-stats/states/me.html
2015,MD,11.9,708,/nchs/state-stats/states/md.html
2015,MA,3,213,/nchs/state-stats/states/ma.html
2015,MI,11.7,1164,/nchs/state-stats/states/mi.html
2015,MN,7.4,410,/nchs/state-stats/states/mn.html
2015,MS,19.6,589,/nchs/state-stats/states/ms.html
2015,MO,18.1,1094,/nchs/state-stats/states/mo.html
2015,MT,19.2,205,/nchs/state-stats/states/mt.html
2015,NE,8.9,169,/nchs/state-stats/states/ne.html
2015,NV,14.9,446,/nchs/state-stats/states/nv.html
2015,NH,8.9,121,/nchs/state-stats/states/nh.html
2015,NJ,5.4,475,/nchs/state-stats/states/nj.html
2015,NM,18.6,390,/nchs/state-stats/states/nm.html
2015,NY,4.2,849,/nchs/state-stats/states/ny.html
2015,NC,12.5,1289,/nchs/state-stats/states/nc.html
2015,ND,12.8,92,/nchs/state-stats/states/nd.html
2015,OH,11.9,1397,/nchs/state-stats/states/oh.html
2015,OK,18,706,/nchs/state-stats/states/ok.html
2015,OR,11.4,486,/nchs/state-stats/states/or.html
2015,PA,11.4,1485,/nchs/state-stats/states/pa.html
2015,RI,4.7,51,/nchs/state-stats/states/ri.html
2015,SC,17.3,850,/nchs/state-stats/states/sc.html
2015,SD,11.1,96,/nchs/state-stats/states/sd.html
2015,TN,16,1075,/nchs/state-stats/states/tn.html
2015,TX,11.7,3203,/nchs/state-stats/states/tx.html
2015,UT,12.8,367,/nchs/state-stats/states/ut.html
2015,VT,9.6,70,/nchs/state-stats/states/vt.html
2015,VA,10.9,946,/nchs/state-stats/states/va.html
2015,WA,9.8,718,/nchs/state-stats/states/wa.html
2015,WV,14,278,/nchs/state-stats/states/wv.html
2015,WI,10.4,613,/nchs/state-stats/states/wi.html
2015,WY,19.6,113,/nchs/state-stats/states/wy.html
2014,AL,16.9,815,/nchs/state-stats/states/al.html
2014,AK,19.2,145,/nchs/state-stats/states/ak.html
2014,AZ,13.5,927,/nchs/state-stats/states/az.html
2014,AR,16.6,496,/nchs/state-stats/states/ar.html
2014,CA,7.4,2942,/nchs/state-stats/states/ca.html
2014,CO,12.2,663,/nchs/state-stats/states/co.html
2014,CT,5,187,/nchs/state-stats/states/ct.html
2014,DE,11.1,102,/nchs/state-stats/states/de.html
2014,District of Columbia,11.7,86,/nchs/state-stats/states/dc.html
2014,FL,11.5,2410,/nchs/state-stats/states/fl.html
2014,GA,13.7,1391,/nchs/state-stats/states/ga.html
2014,HI,2.6,40,/nchs/state-stats/states/hi.html
2014,ID,13.2,213,/nchs/state-stats/states/id.html
2014,IL,9,1179,/nchs/state-stats/states/il.html
2014,IN,12.4,818,/nchs/state-stats/states/in.html
2014,IA,7.5,241,/nchs/state-stats/states/ia.html
2014,KS,11.3,329,/nchs/state-stats/states/ks.html
2014,KY,13.9,634,/nchs/state-stats/states/ky.html
2014,LA,19,896,/nchs/state-stats/states/la.html
2014,ME,9.4,133,/nchs/state-stats/states/me.html
2014,MD,9,546,/nchs/state-stats/states/md.html
2014,MA,3.2,226,/nchs/state-stats/states/ma.html
2014,MI,11.1,1095,/nchs/state-stats/states/mi.html
2014,MN,6.6,377,/nchs/state-stats/states/mn.html
2014,MS,18.3,547,/nchs/state-stats/states/ms.html
2014,MO,15.3,943,/nchs/state-stats/states/mo.html
2014,MT,16.1,172,/nchs/state-stats/states/mt.html
2014,NE,9.5,179,/nchs/state-stats/states/ne.html
2014,NV,14.8,429,/nchs/state-stats/states/nv.html
2014,NH,8.7,122,/nchs/state-stats/states/nh.html
2014,NJ,5.3,468,/nchs/state-stats/states/nj.html
2014,NM,16,340,/nchs/state-stats/states/nm.html
2014,NY,4.2,875,/nchs/state-stats/states/ny.html
2014,NC,11.8,1206,/nchs/state-stats/states/nc.html
2014,ND,12.3,96,/nchs/state-stats/states/nd.html
2014,OH,10.3,1211,/nchs/state-stats/states/oh.html
2014,OK,15.7,611,/nchs/state-stats/states/ok.html
2014,OR,11.7,497,/nchs/state-stats/states/or.html
2014,PA,10.5,1390,/nchs/state-stats/states/pa.html
2014,RI,3,34,/nchs/state-stats/states/ri.html
2014,SC,15.5,767,/nchs/state-stats/states/sc.html
2014,SD,10.3,89,/nchs/state-stats/states/sd.html
2014,TN,15.1,1016,/nchs/state-stats/states/tn.html
2014,TX,10.7,2848,/nchs/state-stats/states/tx.html
2014,UT,12.3,337,/nchs/state-stats/states/ut.html
2014,VT,10.3,69,/nchs/state-stats/states/vt.html
2014,VA,10.3,889,/nchs/state-stats/states/va.html
2014,WA,9.7,702,/nchs/state-stats/states/wa.html
2014,WV,14.6,286,/nchs/state-stats/states/wv.html
2014,WI,8.2,487,/nchs/state-stats/states/wi.html
2014,WY,16.2,93,/nchs/state-stats/states/wy.html
2005,AL,16,736,/nchs/state-stats/states/al.html
2005,AK,17.5,116,/nchs/state-stats/states/ak.html
2005,AZ,16.1,934,/nchs/state-stats/states/az.html
2005,AR,15.7,439,/nchs/state-stats/states/ar.html
2005,CA,9.5,3453,/nchs/state-stats/states/ca.html
2005,CO,11.6,535,/nchs/state-stats/states/co.html
2005,CT,5.3,187,/nchs/state-stats/states/ct.html
2005,DE,8.8,75,/nchs/state-stats/states/de.html
2005,District of Columbia,23.8,154,/nchs/state-stats/states/dc.html
2005,FL,10,1838,/nchs/state-stats/states/fl.html
2005,GA,12.1,1064,/nchs/state-stats/states/ga.html
2005,HI,2.1,28,/nchs/state-stats/states/hi.html
2005,ID,14.1,195,/nchs/state-stats/states/id.html
2005,IL,8,1019,/nchs/state-stats/states/il.html
2005,IN,11.2,705,/nchs/state-stats/states/in.html
2005,IA,6.7,201,/nchs/state-stats/states/ia.html
2005,KS,9.3,257,/nchs/state-stats/states/ks.html
2005,KY,13,548,/nchs/state-stats/states/ky.html
2005,LA,18.5,858,/nchs/state-stats/states/la.html
2005,ME,7.8,109,/nchs/state-stats/states/me.html
2005,MD,11.9,657,/nchs/state-stats/states/md.html
2005,MA,3.4,224,/nchs/state-stats/states/ma.html
2005,MI,10.8,1074,/nchs/state-stats/states/mi.html
2005,MN,7,361,/nchs/state-stats/states/mn.html
2005,MS,16,455,/nchs/state-stats/states/ms.html
2005,MO,12.9,752,/nchs/state-stats/states/mo.html
2005,MT,16.9,161,/nchs/state-stats/states/mt.html
2005,NE,7.7,135,/nchs/state-stats/states/ne.html
2005,NV,16.1,390,/nchs/state-stats/states/nv.html
2005,NH,6.6,88,/nchs/state-stats/states/nh.html
2005,NJ,5.2,434,/nchs/state-stats/states/nj.html
2005,NM,13.9,267,/nchs/state-stats/states/nm.html
2005,NY,5.3,1019,/nchs/state-stats/states/ny.html
2005,NC,12.8,1119,/nchs/state-stats/states/nc.html
2005,ND,8.8,61,/nchs/state-stats/states/nd.html
2005,OH,9.6,1116,/nchs/state-stats/states/oh.html
2005,OK,13.2,468,/nchs/state-stats/states/ok.html
2005,OR,10.7,402,/nchs/state-stats/states/or.html
2005,PA,10.8,1352,/nchs/state-stats/states/pa.html
2005,RI,3.6,39,/nchs/state-stats/states/ri.html
2005,SC,13.8,589,/nchs/state-stats/states/sc.html
2005,SD,10.2,82,/nchs/state-stats/states/sd.html
2005,TN,16,976,/nchs/state-stats/states/tn.html
2005,TX,11.1,2490,/nchs/state-stats/states/tx.html
2005,UT,10.1,227,/nchs/state-stats/states/ut.html
2005,VT,6.8,44,/nchs/state-stats/states/vt.html
2005,VA,11.5,888,/nchs/state-stats/states/va.html
2005,WA,8.8,567,/nchs/state-stats/states/wa.html
2005,WV,13.8,261,/nchs/state-stats/states/wv.html
2005,WI,8.5,474,/nchs/state-stats/states/wi.html
2005,WY,13.4,71,/nchs/state-stats/states/wy.html
